Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2021-03-29T20:00:00Z,HD,0,30,Market On Open,Invalid,0, 
2021-03-29T20:00:00Z,UNH,346.5442726,8,Market On Open,Filled,2772.354181, 
2021-03-29T20:00:00Z,JNJ,0,16,Market On Open,Invalid,0, 
2021-03-29T20:00:00Z,BRK.B,260.25,3,Market On Open,Filled,780.75, 
2021-04-01T20:00:00Z,HD,0,57,Market On Open,Invalid,0, 
2021-04-01T20:00:00Z,MU,91.49169223,3,Market On Open,Filled,274.4750767, 
2021-04-01T20:00:00Z,INTC,0,110,Market On Open,Invalid,0, 
2021-04-01T20:00:00Z,BAC,0,73,Market On Open,Invalid,0, 
2021-04-01T20:00:00Z,WFC,35.41150673,-343,Market On Open,Filled,-12146.14681, 
2021-04-01T20:00:00Z,TSLA,0,11,Market On Open,Invalid,0, 
2021-04-01T20:00:00Z,FB,0,6,Market On Open,Invalid,0, 
2021-04-05T04:00:00Z,HD,0,57,Market On Open,Invalid,0, 
2021-04-05T04:00:00Z,INTC,0,110,Market On Open,Invalid,0, 
2021-04-05T04:00:00Z,BAC,0,73,Market On Open,Invalid,0, 
2021-04-05T04:00:00Z,TSLA,0,11,Market On Open,Invalid,0, 
2021-04-05T04:00:00Z,FB,0,6,Market On Open,Invalid,0, 
2021-04-08T04:00:00Z,HD,0,58,Market On Open,Invalid,0, 
2021-04-08T04:00:00Z,BAC,35.24810186,371,Market On Open,Filled,13077.04579, 
2021-04-08T04:00:00Z,FB,0,29,Market On Open,Invalid,0, 
2021-04-08T04:00:00Z,MU,92.652284,-114,Market On Open,Filled,-10562.36038, 
2021-04-08T04:00:00Z,GOOGL,112.272077,-29,Market On Open,Filled,-3255.890232, 
2021-04-08T04:00:00Z,INTC,60.9390661,2,Market On Open,Filled,121.8781322, 
2021-04-08T04:00:00Z,GOOG,112.9705172,-19,Market On Open,Filled,-2146.439827, 
2021-04-12T20:00:00Z,MU,93.91040449,119,Market On Open,Filled,11175.33813, 
2021-04-12T20:00:00Z,NVDA,0,1082,Market On Open,Invalid,0, 
2021-04-12T20:00:00Z,HD,0,32,Market On Open,Invalid,0, 
2021-04-12T20:00:00Z,FB,309.4516088,16,Market On Open,Filled,4951.22574, 
2021-04-12T20:00:00Z,BAC,35.25695817,-351,Market On Open,Filled,-12375.19232, 
2021-04-12T20:00:00Z,SQ,267.48,9,Market On Open,Filled,2407.32, 
2021-04-12T20:00:00Z,GOOGL,111.5842617,-12,Market On Open,Filled,-1339.011141, 
2021-04-15T20:00:00Z,NVDA,0,991,Market On Open,Invalid,0, 
2021-04-15T20:00:00Z,HD,0,55,Market On Open,Invalid,0, 
2021-04-15T20:00:00Z,WFC,37.75576086,151,Market On Open,Filled,5701.119889, 
2021-04-15T20:00:00Z,PYPL,272.3140911,18,Market On Open,Filled,4901.653641, 
2021-04-15T20:00:00Z,ROKU,0,8,Market On Open,Invalid,0, 
2021-04-15T20:00:00Z,ADBE,0,4,Market On Open,Invalid,0, 
2021-04-19T20:00:00Z,WFC,0,161,Market On Open,Invalid,0, 
2021-04-19T20:00:00Z,NVDA,0,1025,Market On Open,Invalid,0, 
2021-04-19T20:00:00Z,GOOGL,0,61,Market On Open,Invalid,0, 
2021-04-19T20:00:00Z,GOOG,0,27,Market On Open,Invalid,0, 
2021-04-19T20:00:00Z,HD,0,10,Market On Open,Invalid,0, 
2021-04-19T20:00:00Z,PYPL,268.1861608,-9,Market On Open,Filled,-2413.675448, 
2021-04-19T20:00:00Z,MSFT,0,7,Market On Open,Invalid,0, 
2021-04-22T20:00:00Z,MU,83.17249242,-176,Market On Open,Filled,-14638.35867,Liquidated 
2021-04-22T20:00:00Z,WFC,0,152,Market On Open,Invalid,0, 
2021-04-22T20:00:00Z,NVDA,0,963,Market On Open,Invalid,0, 
2021-04-22T20:00:00Z,TSLA,0,35,Market On Open,Invalid,0, 
2021-04-22T20:00:00Z,PYPL,0,9,Market On Open,Invalid,0, 
2021-04-22T20:00:00Z,GOOG,113.2437738,9,Market On Open,Filled,1019.193964, 
2021-04-22T20:00:00Z,GOOGL,112.4208474,-1,Market On Open,Filled,-112.4208474, 
2021-04-23T20:00:00Z,INTC,53.79009506,-43,Market On Open,Filled,-2312.974088,Liquidated 
2021-04-26T20:00:00Z,WFC,39.26846824,154,Market On Open,Filled,6047.344109, 
2021-04-26T20:00:00Z,ROKU,0,40,Market On Open,Invalid,0, 
2021-04-26T20:00:00Z,SQ,256.96,25,Market On Open,Filled,6424, 
2021-04-26T20:00:00Z,NVDA,15.54103155,321,Market On Open,Filled,4988.671128, 
2021-04-26T20:00:00Z,TSLA,0,12,Market On Open,Invalid,0, 
2021-04-26T20:00:00Z,GOOG,115.8488859,-5,Market On Open,Filled,-579.2444296, 
2021-04-29T20:00:00Z,WFC,40.51578836,-5,Market On Open,Filled,-202.5789418, 
2021-04-29T20:00:00Z,GOOG,0,107,Market On Open,Invalid,0, 
2021-04-29T20:00:00Z,GOOGL,0,60,Market On Open,Invalid,0, 
2021-04-29T20:00:00Z,BAC,36.16915779,50,Market On Open,Filled,1808.457889, 
2021-04-29T20:00:00Z,NVDA,15.12260094,-112,Market On Open,Filled,-1693.731305, 
2021-04-29T20:00:00Z,FB,323.6799532,-9,Market On Open,Filled,-2913.119579, 
2021-04-29T20:00:00Z,BRK.B,276.27,1,Market On Open,Filled,276.27, 
2021-05-03T20:00:00Z,WFC,40.09116874,-5,Market On Open,Filled,-200.4558437, 
2021-05-03T20:00:00Z,GOOG,0,106,Market On Open,Invalid,0, 
2021-05-03T20:00:00Z,GOOGL,0,60,Market On Open,Invalid,0, 
2021-05-03T20:00:00Z,UNH,372.1805632,5,Market On Open,Filled,1860.902816, 
2021-05-03T20:00:00Z,BRK.B,278.88,4,Market On Open,Filled,1115.52, 
2021-05-03T20:00:00Z,HD,0,8,Market On Open,Invalid,0, 
2021-05-03T20:00:00Z,FB,317.6869825,-2,Market On Open,Filled,-635.3739649, 
2021-05-04T20:00:00Z,SQ,237.59,-34,Market On Open,Filled,-8078.06,Liquidated 
2021-05-05T20:00:00Z,MA,361.0552355,-5,Market On Open,Filled,-1805.276177,Liquidated 
2021-05-06T20:00:00Z,UNH,380.9187475,27,Market On Open,Filled,10284.80618, 
2021-05-06T20:00:00Z,BRK.B,0,19,Market On Open,Invalid,0, 
2021-05-06T20:00:00Z,BAC,36.41713438,-6,Market On Open,Filled,-218.5028063, 
2021-05-06T20:00:00Z,GOOG,119.022828,6,Market On Open,Filled,714.136968, 
2021-05-06T20:00:00Z,GOOGL,117.225636,6,Market On Open,Filled,703.3538163, 
2021-05-06T20:00:00Z,HD,297.9491408,6,Market On Open,Filled,1787.694845, 
2021-05-10T20:00:00Z,PYPL,0,-9,Market On Open,Canceled,0,Liquidated 
2021-05-10T20:00:00Z,PYPL,233.6607486,-9,Market On Open,Filled,-2102.946738,Liquidated 
2021-05-10T20:00:00Z,WFC,40.781484,-1,Market On Open,Filled,-40.781484, 
2021-05-10T20:00:00Z,UNH,386.4260065,-1,Market On Open,Filled,-386.4260065, 
2021-05-10T20:00:00Z,BAC,0,104,Market On Open,Invalid,0, 
2021-05-10T20:00:00Z,BRK.B,0,6,Market On Open,Invalid,0, 
2021-05-10T20:00:00Z,HD,0,4,Market On Open,Invalid,0, 
2021-05-10T20:00:00Z,GOOG,113.5621598,-5,Market On Open,Filled,-567.8107992, 
2021-05-12T20:00:00Z,BA,223,-19,Market On Open,Filled,-4237,Liquidated 
2021-05-12T20:00:00Z,DIS,174.2661344,-10,Market On Open,Filled,-1742.661344,Liquidated 
2021-05-12T20:00:00Z,FB,303.7265357,-5,Market On Open,Filled,-1518.632679,Liquidated 
2021-05-12T20:00:00Z,GOOG,112.1338859,-22,Market On Open,Filled,-2466.94549,Liquidated 
2021-05-12T20:00:00Z,GOOGL,110.3936025,-22,Market On Open,Filled,-2428.659254,Liquidated 
2021-05-12T20:00:00Z,HD,282.3030056,-6,Market On Open,Filled,-1693.818034,Liquidated 
2021-05-13T20:00:00Z,NVDA,13.85459161,-209,Market On Open,Filled,-2895.609647,Liquidated 
2021-05-17T20:00:00Z,WFC,42.49253322,-14,Market On Open,Filled,-594.8954651, 
2021-05-17T20:00:00Z,BAC,37.85185612,262,Market On Open,Filled,9917.186303, 
2021-05-17T20:00:00Z,JPM,145.132978,47,Market On Open,Filled,6821.249968, 
2021-05-17T20:00:00Z,C,65.08307992,-68,Market On Open,Filled,-4425.649435, 
2021-05-17T20:00:00Z,FB,312.9739674,8,Market On Open,Filled,2503.791739, 
2021-05-17T20:00:00Z,UNH,376.0448233,-34,Market On Open,Filled,-12785.52399, 
2021-05-20T20:00:00Z,WFC,40.75488738,3,Market On Open,Filled,122.2646621, 
2021-05-20T20:00:00Z,BAC,37.21420201,-7,Market On Open,Filled,-260.4994141, 
2021-05-20T20:00:00Z,C,64.342926,55,Market On Open,Filled,3538.86093, 
2021-05-20T20:00:00Z,JPM,142.189426,-26,Market On Open,Filled,-3696.925077, 
2021-05-20T20:00:00Z,FB,316.5161703,1,Market On Open,Filled,316.5161703, 
2021-05-20T20:00:00Z,GOOG,117.3361753,21,Market On Open,Filled,2464.059682, 
2021-05-20T20:00:00Z,BRK.B,287.21,-5,Market On Open,Filled,-1436.05, 
2021-05-24T20:00:00Z,BAC,37.80757458,20,Market On Open,Filled,756.1514917, 
2021-05-24T20:00:00Z,WFC,41.12724006,-6,Market On Open,Filled,-246.7634404, 
2021-05-24T20:00:00Z,FB,324.4538799,18,Market On Open,Filled,5840.169838, 
2021-05-24T20:00:00Z,GOOG,120.0146849,21,Market On Open,Filled,2520.308383, 
2021-05-24T20:00:00Z,C,65.7727688,-85,Market On Open,Filled,-5590.685348, 
2021-05-24T20:00:00Z,JPM,144.533692,-17,Market On Open,Filled,-2457.072764, 
2021-05-28T20:00:00Z,C,66.9082322,190,Market On Open,Filled,12712.56412, 
2021-05-28T20:00:00Z,BAC,38.03783857,-178,Market On Open,Filled,-6770.735265, 
2021-05-28T20:00:00Z,NVDA,16.23351177,313,Market On Open,Filled,5081.089184, 
2021-05-28T20:00:00Z,JPM,146.287485,4,Market On Open,Filled,585.1499399, 
2021-05-28T20:00:00Z,BRK.B,292,2,Market On Open,Filled,584, 
2021-05-28T20:00:00Z,BA,253,7,Market On Open,Filled,1771, 
2021-06-01T20:00:00Z,BA,0,12,Market On Open,Invalid,0, 
2021-06-01T20:00:00Z,NVDA,16.21904873,-156,Market On Open,Filled,-2530.171602, 
2021-06-01T20:00:00Z,BRK.B,291.17,-2,Market On Open,Filled,-582.34, 
2021-06-04T20:00:00Z,NVDA,0,757,Market On Open,Invalid,0, 
2021-06-04T20:00:00Z,BA,0,53,Market On Open,Invalid,0, 
2021-06-04T20:00:00Z,BAC,38.50923604,2,Market On Open,Filled,77.01847208, 
2021-06-04T20:00:00Z,C,66.96710808,-161,Market On Open,Filled,-10781.7044, 
2021-06-04T20:00:00Z,FB,327.3412218,-20,Market On Open,Filled,-6546.824435, 
2021-06-04T20:00:00Z,PYPL,260.7061522,7,Market On Open,Filled,1824.943065, 
2021-06-07T20:00:00Z,UNH,367.8114711,-5,Market On Open,Filled,-1839.057355,Liquidated 
2021-06-07T20:00:00Z,NVDA,17.48032527,755,Market On Open,Filled,13197.64558, 
2021-06-07T20:00:00Z,BA,0,53,Market On Open,Invalid,0, 
2021-06-07T20:00:00Z,C,65.604552,59,Market On Open,Filled,3870.668568, 
2021-06-07T20:00:00Z,FB,334.1775742,8,Market On Open,Filled,2673.420593, 
2021-06-07T20:00:00Z,ADBE,510.62,6,Market On Open,Filled,3063.72, 
2021-06-10T20:00:00Z,NVDA,17.43893707,-20,Market On Open,Filled,-348.7787414, 
2021-06-10T20:00:00Z,GOOG,0,77,Market On Open,Invalid,0, 
2021-06-10T20:00:00Z,BA,0,27,Market On Open,Invalid,0, 
2021-06-10T20:00:00Z,GOOGL,0,40,Market On Open,Invalid,0, 
2021-06-10T20:00:00Z,ADBE,529.75,-1,Market On Open,Filled,-529.75, 
2021-06-10T20:00:00Z,FB,329.9110553,-8,Market On Open,Filled,-2639.288442, 
2021-06-10T20:00:00Z,PYPL,267.3207875,-1,Market On Open,Filled,-267.3207875, 
2021-06-14T04:00:00Z,NVDA,17.86444734,-6,Market On Open,Filled,-107.186684, 
2021-06-14T04:00:00Z,GOOG,0,79,Market On Open,Invalid,0, 
2021-06-14T04:00:00Z,BA,0,28,Market On Open,Invalid,0, 
2021-06-14T04:00:00Z,ADBE,545.11,4,Market On Open,Filled,2180.44, 
2021-06-14T04:00:00Z,GOOGL,0,26,Market On Open,Invalid,0, 
2021-06-14T04:00:00Z,PYPL,270.4142485,3,Market On Open,Filled,811.2427456, 
2021-06-14T04:00:00Z,FB,329.3058049,-2,Market On Open,Filled,-658.6116098, 
2021-06-14T20:00:00Z,C,63.09812168,-135,Market On Open,Filled,-8518.246427,Liquidated 
2021-06-14T20:00:00Z,JPM,137.8446022,-21,Market On Open,Filled,-2894.736647,Liquidated 
2021-06-17T20:00:00Z,WFC,36.95157072,-369,Market On Open,Filled,-13635.1296,Liquidated 
2021-06-17T20:00:00Z,BRK.B,276.25,-6,Market On Open,Filled,-1657.5,Liquidated 
2021-06-17T20:00:00Z,BAC,34.6849932,-237,Market On Open,Filled,-8220.343388,Liquidated 
2021-06-17T20:00:00Z,NVDA,18.76210938,-59,Market On Open,Filled,-1106.964453, 
2021-06-17T20:00:00Z,ADBE,569,17,Market On Open,Filled,9673, 
2021-06-17T20:00:00Z,GOOG,124.6818675,27,Market On Open,Filled,3366.410424, 
2021-06-17T20:00:00Z,FB,331.7466506,9,Market On Open,Filled,2985.719855, 
2021-06-17T20:00:00Z,GOOGL,120.3721304,25,Market On Open,Filled,3009.303261, 
2021-06-17T20:00:00Z,XOM,50.7561053,48,Market On Open,Filled,2436.293054, 
2021-06-21T04:00:00Z,NVDA,18.39845524,-14,Market On Open,Filled,-257.5783733, 
2021-06-21T04:00:00Z,ADBE,564.39,-1,Market On Open,Filled,-564.39, 
2021-06-21T04:00:00Z,GOOG,124.7160866,-1,Market On Open,Filled,-124.7160866, 
2021-06-21T04:00:00Z,MSFT,249.4923511,9,Market On Open,Filled,2245.43116, 
2021-06-24T04:00:00Z,NVDA,19.19759643,8,Market On Open,Filled,153.5807715, 
2021-06-24T04:00:00Z,XOM,53.41872066,233,Market On Open,Filled,12446.56191, 
2021-06-24T04:00:00Z,ADBE,576.01,-10,Market On Open,Filled,-5760.1, 
2021-06-24T04:00:00Z,GOOG,126.0188906,-43,Market On Open,Filled,-5418.812298, 
2021-06-24T04:00:00Z,AMZN,174.9705538,14,Market On Open,Filled,2449.587754, 
2021-06-24T04:00:00Z,MSFT,255.2793222,-2,Market On Open,Filled,-510.5586444, 
2021-06-28T20:00:00Z,NVDA,19.85007876,-17,Market On Open,Filled,-337.451339, 
2021-06-28T20:00:00Z,ADBE,586.78,11,Market On Open,Filled,6454.58, 
2021-06-28T20:00:00Z,FB,353.7142619,11,Market On Open,Filled,3890.856881, 
2021-06-28T20:00:00Z,XOM,52.71146346,-184,Market On Open,Filled,-9698.909276, 
2021-06-28T20:00:00Z,GOOG,125.7401789,1,Market On Open,Filled,125.7401789, 
2021-06-28T20:00:00Z,MSFT,257.8896972,3,Market On Open,Filled,773.6690917, 
2021-06-28T20:00:00Z,GOOGL,121.6946995,-9,Market On Open,Filled,-1095.252295, 
2021-07-01T20:00:00Z,NVDA,20.3858326,-7,Market On Open,Filled,-142.7008282, 
2021-07-01T20:00:00Z,AMD,93.31,55,Market On Open,Filled,5132.05, 
2021-07-01T20:00:00Z,MSFT,261.6421113,2,Market On Open,Filled,523.2842226, 
2021-07-01T20:00:00Z,AAPL,134.2585707,19,Market On Open,Filled,2550.912844, 
2021-07-01T20:00:00Z,PYPL,289.3927811,-3,Market On Open,Filled,-868.1783432, 
2021-07-06T04:00:00Z,NVDA,20.69835567,6,Market On Open,Filled,124.190134, 
2021-07-06T04:00:00Z,AMD,94.93,42,Market On Open,Filled,3987.06, 
2021-07-06T04:00:00Z,FB,353.6348848,-10,Market On Open,Filled,-3536.348848, 
2021-07-06T04:00:00Z,AMZN,176.085931,-3,Market On Open,Filled,-528.257793, 
2021-07-07T20:00:00Z,BA,227.56,-7,Market On Open,Filled,-1592.92,Liquidated 
2021-07-09T20:00:00Z,NVDA,20.20300785,9,Market On Open,Filled,181.8270707, 
2021-07-09T20:00:00Z,AAPL,142.2998715,45,Market On Open,Filled,6403.494219, 
2021-07-09T20:00:00Z,AMZN,0,16,Market On Open,Invalid,0, 
2021-07-09T20:00:00Z,FB,348.0884102,-6,Market On Open,Filled,-2088.530461, 
2021-07-09T20:00:00Z,PYPL,300.4039108,2,Market On Open,Filled,600.8078216, 
2021-07-09T20:00:00Z,MSFT,267.9185277,-5,Market On Open,Filled,-1339.592639, 
2021-07-12T20:00:00Z,NVDA,20.3531586,-13,Market On Open,Filled,-264.5910618, 
2021-07-12T20:00:00Z,FB,348.6638942,6,Market On Open,Filled,2091.983365, 
2021-07-12T20:00:00Z,AMZN,184.6707437,6,Market On Open,Filled,1108.024462, 
2021-07-12T20:00:00Z,AMD,90.38,-76,Market On Open,Filled,-6868.88, 
2021-07-14T20:00:00Z,XOM,49.22510147,-97,Market On Open,Filled,-4774.834842,Liquidated 
2021-07-15T20:00:00Z,NVDA,18.97710929,34,Market On Open,Filled,645.2217158, 
2021-07-15T20:00:00Z,ADBE,608.71,-1,Market On Open,Filled,-608.71, 
2021-07-15T20:00:00Z,AAPL,144.597386,-4,Market On Open,Filled,-578.3895442, 
2021-07-15T20:00:00Z,PYPL,295.6493309,9,Market On Open,Filled,2660.843978, 
2021-07-15T20:00:00Z,MSFT,270.9031845,4,Market On Open,Filled,1083.612738, 
2021-07-15T20:00:00Z,HD,288.231372,8,Market On Open,Filled,2305.850976, 
2021-07-15T20:00:00Z,FB,342.2244273,-10,Market On Open,Filled,-3422.244273, 
2021-07-16T20:00:00Z,NVDA,17.85347286,-833,Market On Open,Filled,-14871.94289,Liquidated 
2021-07-16T20:00:00Z,AMD,85,-21,Market On Open,Filled,-1785,Liquidated 
2021-07-19T04:00:00Z,AAPL,139.9731513,42,Market On Open,Filled,5878.872355, 
2021-07-19T04:00:00Z,HD,282.884858,21,Market On Open,Filled,5940.582017, 
2021-07-19T04:00:00Z,GOOG,130.0874876,12,Market On Open,Filled,1561.049852, 
2021-07-19T04:00:00Z,UNH,384.3774683,6,Market On Open,Filled,2306.26481, 
2021-07-19T04:00:00Z,PYPL,290.7952827,-11,Market On Open,Filled,-3198.74811, 
2021-07-22T04:00:00Z,AAPL,142.0272851,2,Market On Open,Filled,284.0545701, 
2021-07-22T04:00:00Z,GOOG,131.5698178,29,Market On Open,Filled,3815.524716, 
2021-07-22T04:00:00Z,GOOGL,126.7960372,23,Market On Open,Filled,2916.308855, 
2021-07-22T04:00:00Z,PYPL,300.503379,2,Market On Open,Filled,601.006758, 
2021-07-22T04:00:00Z,HD,291.7364078,-23,Market On Open,Filled,-6709.93738, 
2021-07-26T20:00:00Z,GOOG,138.8708764,49,Market On Open,Filled,6804.672945, 
2021-07-26T20:00:00Z,FB,0,37,Market On Open,Invalid,0, 
2021-07-26T20:00:00Z,ADBE,621.71,-11,Market On Open,Filled,-6838.81, 
2021-07-26T20:00:00Z,AAPL,145.0841476,-82,Market On Open,Filled,-11896.9001, 
2021-07-26T20:00:00Z,MSFT,277.6498523,-2,Market On Open,Filled,-555.2997046, 
2021-07-26T20:00:00Z,AMZN,184.491166,-7,Market On Open,Filled,-1291.438162, 
2021-07-29T20:00:00Z,PYPL,278.51096,-8,Market On Open,Filled,-2228.08768,Liquidated 
2021-07-29T20:00:00Z,GOOGL,133.9280911,78,Market On Open,Filled,10446.39111, 
2021-07-29T20:00:00Z,GOOG,134.4075204,-3,Market On Open,Filled,-403.2225611, 
2021-07-29T20:00:00Z,AMD,101.62,50,Market On Open,Filled,5081, 
2021-07-29T20:00:00Z,MSFT,273.6767079,2,Market On Open,Filled,547.3534159, 
2021-07-29T20:00:00Z,V,238.1375166,10,Market On Open,Filled,2381.375166, 
2021-07-29T20:00:00Z,AAPL,140.6643527,-9,Market On Open,Filled,-1265.979174, 
2021-07-30T20:00:00Z,AMZN,167.2616814,-10,Market On Open,Filled,-1672.616814,Liquidated 
2021-08-02T20:00:00Z,AMD,108.24,95,Market On Open,Filled,10282.8, 
2021-08-02T20:00:00Z,SQ,0,58,Market On Open,Invalid,0, 
2021-08-02T20:00:00Z,GOOGL,134.0272714,-51,Market On Open,Filled,-6835.39084, 
2021-08-02T20:00:00Z,ADBE,620.23,-6,Market On Open,Filled,-3721.38, 
2021-08-02T20:00:00Z,GOOG,134.8925384,-90,Market On Open,Filled,-12140.32846, 
2021-08-02T20:00:00Z,AAPL,141.8909918,4,Market On Open,Filled,567.5639673, 
2021-08-02T20:00:00Z,QCOM,134.1670761,14,Market On Open,Filled,1878.339065, 
2021-08-05T20:00:00Z,SQ,280,57,Market On Open,Filled,15960, 
2021-08-05T20:00:00Z,NVDA,0,456,Market On Open,Invalid,0, 
2021-08-05T20:00:00Z,WFC,42.294608,122,Market On Open,Filled,5159.942176, 
2021-08-05T20:00:00Z,GOOGL,134.9268365,-42,Market On Open,Filled,-5666.927134, 
2021-08-05T20:00:00Z,GOOG,135.1851362,-4,Market On Open,Filled,-540.7405447, 
2021-08-05T20:00:00Z,ADBE,629.27,-5,Market On Open,Filled,-3146.35, 
2021-08-09T20:00:00Z,AMD,107.92,3,Market On Open,Filled,323.76, 
2021-08-09T20:00:00Z,SQ,280,-2,Market On Open,Filled,-560, 
2021-08-09T20:00:00Z,WFC,43.38981574,81,Market On Open,Filled,3514.575075, 
2021-08-09T20:00:00Z,GOOGL,136.2161802,13,Market On Open,Filled,1770.810342, 
2021-08-09T20:00:00Z,GOOG,136.9551048,4,Market On Open,Filled,547.8204193, 
2021-08-09T20:00:00Z,ADBE,630.48,1,Market On Open,Filled,630.48, 
2021-08-09T20:00:00Z,MSFT,277.160407,-4,Market On Open,Filled,-1108.641628, 
2021-08-12T20:00:00Z,V,223.8000245,-10,Market On Open,Filled,-2238.000245,Liquidated 
2021-08-12T20:00:00Z,WFC,0,127,Market On Open,Invalid,0, 
2021-08-12T20:00:00Z,NVDA,0,455,Market On Open,Invalid,0, 
2021-08-12T20:00:00Z,SQ,269.8,-37,Market On Open,Filled,-9982.6, 
2021-08-12T20:00:00Z,GOOGL,136.1249343,-14,Market On Open,Filled,-1905.74908, 
2021-08-12T20:00:00Z,GOOG,137.230841,-9,Market On Open,Filled,-1235.077569, 
2021-08-16T20:00:00Z,AMD,106.78,-1,Market On Open,Filled,-106.78, 
2021-08-16T20:00:00Z,WFC,43.52337766,138,Market On Open,Filled,6006.226118, 
2021-08-16T20:00:00Z,NVDA,19.63433059,451,Market On Open,Filled,8855.083097, 
2021-08-16T20:00:00Z,GOOGL,136.6208357,14,Market On Open,Filled,1912.6917, 
2021-08-16T20:00:00Z,GOOG,137.0656969,9,Market On Open,Filled,1233.591272, 
2021-08-19T20:00:00Z,WFC,41.89392224,-341,Market On Open,Filled,-14285.82748,Liquidated 
2021-08-19T20:00:00Z,AMD,104.32,-2,Market On Open,Filled,-208.64, 
2021-08-19T20:00:00Z,GOOGL,0,72,Market On Open,Invalid,0, 
2021-08-19T20:00:00Z,WFC,0,199,Market On Open,Invalid,0, 
2021-08-19T20:00:00Z,JNJ,0,31,Market On Open,Invalid,0, 
2021-08-19T20:00:00Z,MSFT,288.2678932,3,Market On Open,Filled,864.8036796, 
2021-08-23T04:00:00Z,AMD,105.18,3,Market On Open,Filled,315.54, 
2021-08-23T04:00:00Z,NVDA,20.92433006,276,Market On Open,Filled,5775.115096, 
2021-08-23T04:00:00Z,ADBE,645.87,9,Market On Open,Filled,5812.83, 
2021-08-23T04:00:00Z,WFC,42.5172112,116,Market On Open,Filled,4931.996499, 
2021-08-23T04:00:00Z,GOOGL,136.8385364,-19,Market On Open,Filled,-2599.932192, 
2021-08-23T04:00:00Z,JNJ,157.3574524,12,Market On Open,Filled,1888.289428, 
2021-08-26T04:00:00Z,NVDA,22.14848268,15,Market On Open,Filled,332.2272402, 
2021-08-26T04:00:00Z,AMD,108.64,-1,Market On Open,Filled,-108.64, 
2021-08-26T04:00:00Z,ADBE,653.59,1,Market On Open,Filled,653.59, 
2021-08-26T04:00:00Z,BAC,0,138,Market On Open,Invalid,0, 
2021-08-26T04:00:00Z,WFC,44.10214598,-42,Market On Open,Filled,-1852.290131, 
2021-08-26T04:00:00Z,GOOG,141.4571433,-5,Market On Open,Filled,-707.2857165, 
2021-08-26T04:00:00Z,GOOGL,140.5880469,-4,Market On Open,Filled,-562.3521876, 
2021-08-30T20:00:00Z,NVDA,22.63535189,9,Market On Open,Filled,203.718167, 
2021-08-30T20:00:00Z,ADBE,0,10,Market On Open,Invalid,0, 
2021-08-30T20:00:00Z,FB,0,20,Market On Open,Invalid,0, 
2021-08-30T20:00:00Z,GOOGL,143.957201,24,Market On Open,Filled,3454.972824, 
2021-08-30T20:00:00Z,GOOG,144.6965479,5,Market On Open,Filled,723.4827396, 
2021-08-30T20:00:00Z,CRM,0,10,Market On Open,Invalid,0, 
2021-08-30T20:00:00Z,NFLX,0,35,Market On Open,Invalid,0, 
2021-08-31T20:00:00Z,WFC,40.61172781,-74,Market On Open,Filled,-3005.267858,Liquidated 
2021-09-02T20:00:00Z,NVDA,22.28111323,-9,Market On Open,Filled,-200.530019, 
2021-09-02T20:00:00Z,NFLX,0,281,Market On Open,Invalid,0, 
2021-09-02T20:00:00Z,GOOG,142.9722047,14,Market On Open,Filled,2001.610866, 
2021-09-02T20:00:00Z,GOOGL,141.9076405,-15,Market On Open,Filled,-2128.614608, 
2021-09-02T20:00:00Z,FB,371.8320841,2,Market On Open,Filled,743.6641682, 
2021-09-02T20:00:00Z,CRM,259.7859189,7,Market On Open,Filled,1818.501432, 
2021-09-07T20:00:00Z,NVDA,22.4517465,-4,Market On Open,Filled,-89.806986, 
2021-09-07T20:00:00Z,NFLX,0,275,Market On Open,Invalid,0, 
2021-09-07T20:00:00Z,AAPL,0,18,Market On Open,Invalid,0, 
2021-09-07T20:00:00Z,GOOG,144.2095462,-19,Market On Open,Filled,-2739.981378, 
2021-09-07T20:00:00Z,FB,377.0709724,-2,Market On Open,Filled,-754.1419448, 
2021-09-08T20:00:00Z,JNJ,150.5758651,-12,Market On Open,Filled,-1806.910382,Liquidated 
2021-09-10T20:00:00Z,UNH,377.1660458,-6,Market On Open,Filled,-2262.996275,Liquidated 
2021-09-10T20:00:00Z,NVDA,22.63435404,-25,Market On Open,Filled,-565.858851, 
2021-09-10T20:00:00Z,NFLX,0,267,Market On Open,Invalid,0, 
2021-09-10T20:00:00Z,ADBE,663.04,-1,Market On Open,Filled,-663.04, 
2021-09-10T20:00:00Z,FB,378.5295266,8,Market On Open,Filled,3028.236212, 
2021-09-10T20:00:00Z,CRM,253.2814156,5,Market On Open,Filled,1266.407078, 
2021-09-10T20:00:00Z,PYPL,285.2151167,8,Market On Open,Filled,2281.720933, 
2021-09-10T20:00:00Z,AMAT,0,14,Market On Open,Invalid,0, 
2021-09-13T20:00:00Z,SQ,249.1,-18,Market On Open,Filled,-4483.8,Liquidated 
2021-09-13T20:00:00Z,NFLX,0,267,Market On Open,Invalid,0, 
2021-09-13T20:00:00Z,GOOGL,0,39,Market On Open,Invalid,0, 
2021-09-13T20:00:00Z,GOOG,0,17,Market On Open,Invalid,0, 
2021-09-13T20:00:00Z,AMAT,0,23,Market On Open,Invalid,0, 
2021-09-13T20:00:00Z,FB,374.3523069,-7,Market On Open,Filled,-2620.466148, 
